ID,性别,专业,学历,毕业去向,就业行业,期望薪资,工作城市,满意度评分,是否有实习经历
5117,女,临床医学,硕士,自由职业,银行,13000,南京,2,否
5118,男,环境工程,博士,创业,银行,5500,西安,3,是
5119,男,法学,本科,公务员,银行,14500,青岛,3,是
5120,女,电子信息,博士,公务员,银行,13000,青岛,1,否
5121,男,法学,博士,创业,文化传媒,8500,青岛,3,否
5122,女,汉语言文学,硕士,自由职业,医疗,4000,青岛,5,是
5123,女,电子信息,本科,创业,医疗,11500,青岛,3,否
5124,男,汉语言文学,博士,公务员,政府机关,14000,武汉,5,是
5125,男,机械工程,本科,考研,医疗,10500,青岛,5,是
5126,男,汉语言文学,硕士,考研,制造业,8500,深圳,2,否
5127,女,环境工程,硕士,自由职业,银行,11000,上海,4,是
5128,男,计算机,博士,创业,制造业,11500,上海,3,是
5129,女,环境工程,本科,就业,医疗,11500,西安,5,否
5130,女,临床医学,本科,创业,文化传媒,14500,上海,3,是
5131,男,法学,本科,就业,互联网,12500,西安,2,是
5132,男,环境工程,博士,就业,教育,10000,广州,1,是
5133,男,汉语言文学,博士,考研,互联网,7500,广州,2,否
5134,男,金融学,本科,考研,制造业,12000,西安,5,否
5135,女,机械工程,本科,就业,文化传媒,7000,成都,3,是
5136,男,环境工程,本科,创业,政府机关,5000,西安,2,是
5137,女,汉语言文学,博士,公务员,政府机关,4000,广州,5,是
5138,男,市场营销,博士,创业,政府机关,9500,广州,4,是
5139,男,电子信息,本科,自由职业,文化传媒,13000,青岛,2,否
5140,男,土木工程,本科,创业,银行,11500,广州,2,否
5141,男,计算机,本科,自由职业,制造业,5500,杭州,5,否
5142,男,环境工程,博士,出国,政府机关,4500,杭州,5,是
5143,男,法学,本科,公务员,银行,11500,武汉,2,否
5144,男,市场营销,硕士,出国,互联网,12000,杭州,1,否
5145,男,金融学,硕士,考研,互联网,5500,西安,1,是
5146,女,电子信息,本科,考研,互联网,4000,南京,2,否
5147,女,临床医学,博士,自由职业,制造业,8000,青岛,4,否
5148,男,机械工程,本科,创业,文化传媒,12500,青岛,3,否
5149,男,计算机,硕士,自由职业,建筑,12500,南京,1,是
5150,女,汉语言文学,本科,自由职业,互联网,5500,成都,1,否
5151,男,金融学,硕士,出国,银行,14500,深圳,3,否
5152,男,市场营销,博士,考研,政府机关,8500,青岛,5,否
5153,女,临床医学,博士,就业,文化传媒,8000,西安,4,否
5154,女,汉语言文学,本科,公务员,银行,14000,上海,3,是
5155,女,市场营销,博士,就业,教育,11000,青岛,3,否
5156,男,临床医学,硕士,考研,教育,7000,南京,4,否
5157,女,计算机,博士,就业,互联网,14500,深圳,2,否
5158,女,市场营销,博士,就业,医疗,9500,青岛,5,否
5159,男,法学,博士,考研,教育,10500,深圳,5,是
5160,男,机械工程,硕士,自由职业,政府机关,9500,西安,3,是
5161,女,法学,硕士,公务员,银行,12000,深圳,2,否
5162,男,汉语言文学,本科,自由职业,政府机关,13500,深圳,3,否
5163,男,机械工程,硕士,就业,政府机关,6000,武汉,3,是
5164,男,市场营销,本科,创业,互联网,13000,武汉,5,是
5165,女,临床医学,博士,就业,互联网,4500,广州,1,否
5166,女,市场营销,硕士,自由职业,银行,13500,广州,4,是
5167,男,电子信息,博士,出国,教育,8000,上海,3,否
5168,女,临床医学,博士,创业,医疗,4500,广州,3,否
5169,男,法学,本科,公务员,政府机关,13000,深圳,1,否
5170,女,机械工程,本科,考研,制造业,4000,北京,5,是
5171,男,计算机,本科,自由职业,制造业,12000,深圳,2,是
5172,男,土木工程,本科,创业,互联网,10500,广州,2,否
5173,男,土木工程,本科,出国,银行,4500,成都,1,否
5174,男,临床医学,硕士,就业,建筑,11000,西安,1,否
5175,女,汉语言文学,本科,考研,政府机关,8500,杭州,3,是
5176,女,汉语言文学,本科,公务员,制造业,4500,南京,2,是
5177,女,临床医学,本科,考研,建筑,6000,青岛,5,否
5178,女,金融学,博士,创业,政府机关,10000,武汉,5,否
5179,男,市场营销,本科,就业,建筑,4500,上海,3,否
5180,女,机械工程,本科,创业,文化传媒,9000,青岛,1,是
5181,女,法学,博士,出国,建筑,4500,西安,5,是
5182,男,金融学,硕士,考研,教育,8500,杭州,5,否
5183,女,机械工程,博士,公务员,教育,7000,南京,3,否
5184,女,法学,硕士,考研,政府机关,13500,北京,4,是
5185,男,金融学,硕士,创业,文化传媒,5500,成都,3,否
5186,女,电子信息,本科,考研,教育,8000,上海,1,否
5187,女,市场营销,本科,出国,政府机关,5500,武汉,5,否
5188,男,计算机,博士,创业,互联网,9500,广州,3,否
5189,男,汉语言文学,硕士,自由职业,教育,13000,北京,5,是
5190,女,土木工程,硕士,考研,医疗,7500,武汉,2,是
5191,男,计算机,硕士,自由职业,医疗,5500,深圳,2,是
5192,女,汉语言文学,硕士,自由职业,建筑,13500,西安,3,是
5193,男,环境工程,本科,自由职业,文化传媒,7000,上海,4,是
5194,女,电子信息,硕士,自由职业,制造业,6500,北京,5,是
5195,女,环境工程,本科,公务员,文化传媒,8500,杭州,4,否
5196,男,计算机,博士,自由职业,银行,12500,北京,3,否
5197,女,机械工程,博士,自由职业,文化传媒,7500,杭州,3,否
5198,男,土木工程,本科,出国,银行,8500,北京,5,否
5199,女,法学,硕士,创业,医疗,12500,成都,2,是
5200,男,环境工程,博士,公务员,医疗,11500,杭州,2,是
5201,女,电子信息,硕士,创业,医疗,13500,杭州,5,否
5202,女,环境工程,硕士,自由职业,文化传媒,11500,上海,4,是
5203,男,临床医学,博士,自由职业,文化传媒,5500,西安,1,否
5204,男,计算机,博士,创业,医疗,9000,广州,5,否
5205,男,金融学,博士,创业,教育,10500,成都,1,是
5206,女,机械工程,硕士,就业,政府机关,5500,西安,1,是
5207,女,电子信息,博士,就业,教育,6500,杭州,1,否
5208,男,土木工程,博士,自由职业,建筑,5500,南京,3,否
5209,女,土木工程,硕士,就业,互联网,5500,深圳,4,否
5210,女,市场营销,博士,考研,银行,12000,南京,4,是
5211,男,土木工程,博士,就业,教育,9000,青岛,1,是
5212,女,市场营销,硕士,自由职业,医疗,10000,上海,3,是
5213,女,市场营销,博士,考研,政府机关,7500,北京,1,否
5214,女,环境工程,本科,创业,文化传媒,12000,成都,5,否
5215,女,土木工程,硕士,自由职业,教育,4500,北京,2,是
5216,男,临床医学,本科,公务员,文化传媒,4500,杭州,5,是
5217,女,电子信息,硕士,自由职业,银行,12500,深圳,5,否
5218,女,电子信息,博士,公务员,互联网,4000,北京,4,否
5219,男,金融学,硕士,就业,文化传媒,7000,深圳,2,否
5220,女,临床医学,本科,就业,制造业,12000,南京,4,是
5221,男,电子信息,硕士,自由职业,银行,4000,武汉,5,是
5222,男,临床医学,硕士,公务员,互联网,7500,杭州,5,是
5223,女,临床医学,博士,出国,建筑,9000,西安,3,否
5224,男,金融学,本科,就业,银行,7500,南京,1,是
5225,男,计算机,博士,出国,银行,12500,广州,5,否
5226,男,临床医学,硕士,考研,银行,11500,杭州,5,是
5227,男,法学,本科,自由职业,银行,14000,杭州,3,是
5228,女,计算机,硕士,自由职业,医疗,5500,杭州,2,否
5229,女,机械工程,硕士,就业,制造业,8500,北京,4,否
5230,男,金融学,本科,考研,银行,5000,深圳,1,否
5231,女,汉语言文学,博士,就业,医疗,6500,杭州,1,是
5232,男,环境工程,本科,就业,制造业,12000,青岛,5,是
5233,女,机械工程,本科,公务员,银行,5500,武汉,2,否
5234,男,临床医学,硕士,就业,制造业,10500,深圳,2,是
5235,男,汉语言文学,博士,出国,银行,6000,南京,1,否
5236,男,环境工程,本科,创业,银行,7500,上海,3,否
5237,男,临床医学,硕士,出国,银行,15000,武汉,2,否
5238,男,环境工程,硕士,出国,文化传媒,6000,深圳,1,是
5239,女,机械工程,硕士,创业,制造业,9500,深圳,2,是
5240,男,计算机,本科,公务员,银行,9000,青岛,1,否
5241,男,金融学,博士,公务员,医疗,11500,南京,2,否
5242,男,计算机,硕士,考研,教育,10500,青岛,5,否
5243,女,环境工程,博士,就业,互联网,13500,成都,1,是
5244,男,市场营销,硕士,创业,互联网,6500,上海,4,否
5245,女,金融学,硕士,创业,医疗,13000,上海,1,否
5246,男,机械工程,硕士,创业,建筑,9000,上海,5,是
5247,男,环境工程,硕士,就业,政府机关,4500,上海,4,是
5248,男,机械工程,硕士,创业,政府机关,11000,西安,5,是
5249,女,汉语言文学,硕士,就业,教育,11000,深圳,2,是
5250,女,金融学,博士,就业,政府机关,11000,深圳,3,否
5251,女,电子信息,博士,考研,政府机关,10500,青岛,4,是
5252,男,法学,硕士,公务员,政府机关,7000,成都,2,否
5253,男,汉语言文学,硕士,考研,互联网,6500,成都,4,是
5254,男,汉语言文学,本科,出国,政府机关,11000,广州,4,是
5255,男,环境工程,本科,自由职业,教育,9000,青岛,2,是
5256,男,金融学,本科,就业,制造业,5500,武汉,2,否
5257,男,金融学,硕士,就业,建筑,14500,深圳,4,否
5258,女,土木工程,硕士,公务员,建筑,9500,杭州,5,否
5259,男,计算机,本科,自由职业,互联网,13000,青岛,5,否
5260,女,市场营销,硕士,考研,政府机关,5500,广州,1,是
5261,男,市场营销,博士,公务员,银行,15000,北京,4,是
5262,男,计算机,本科,就业,文化传媒,4500,上海,5,否
5263,女,电子信息,硕士,就业,医疗,11000,杭州,4,否
5264,女,金融学,硕士,就业,教育,6500,武汉,2,是
5265,男,金融学,博士,创业,文化传媒,13500,武汉,5,是
5266,女,临床医学,硕士,创业,文化传媒,8000,青岛,2,是
5267,女,计算机,本科,创业,医疗,12500,北京,5,是
5268,男,汉语言文学,本科,创业,银行,12500,深圳,4,否
5269,女,机械工程,本科,考研,建筑,4500,青岛,1,否
5270,女,金融学,硕士,自由职业,制造业,11000,广州,1,否
5271,女,法学,硕士,自由职业,政府机关,15000,南京,5,否
5272,男,临床医学,本科,就业,建筑,14500,杭州,3,否
5273,男,金融学,本科,自由职业,医疗,14500,北京,5,否
5274,男,法学,硕士,自由职业,教育,5000,上海,5,是
5275,男,电子信息,博士,就业,银行,4500,青岛,3,是
5276,女,金融学,硕士,出国,医疗,7000,杭州,1,否
5277,女,金融学,博士,创业,教育,4500,南京,5,是
5278,男,金融学,硕士,自由职业,制造业,8500,武汉,4,否
5279,女,法学,本科,创业,建筑,10500,青岛,1,是
5280,女,土木工程,硕士,出国,银行,12500,成都,4,否
5281,女,汉语言文学,博士,创业,建筑,15000,上海,1,是
5282,男,环境工程,本科,公务员,银行,12000,青岛,3,否
5283,女,环境工程,博士,公务员,政府机关,5500,青岛,3,是
5284,男,临床医学,本科,自由职业,制造业,8500,深圳,5,是
5285,女,临床医学,硕士,出国,医疗,7000,北京,3,是
5286,男,计算机,硕士,公务员,教育,11000,深圳,1,是
5287,女,市场营销,硕士,公务员,银行,7500,深圳,5,否
5288,男,市场营销,硕士,自由职业,建筑,5000,成都,5,否
5289,男,汉语言文学,博士,考研,互联网,4000,深圳,3,是
5290,男,汉语言文学,博士,自由职业,教育,12000,武汉,1,是
5291,男,法学,硕士,创业,医疗,15000,青岛,4,是
5292,男,法学,博士,出国,银行,11500,广州,4,否
5293,女,市场营销,硕士,就业,互联网,14500,广州,4,否
5294,女,金融学,博士,创业,建筑,9000,广州,2,是
5295,男,临床医学,硕士,创业,建筑,13000,广州,5,是
5296,男,法学,硕士,出国,教育,10000,青岛,5,是
5297,女,电子信息,本科,公务员,建筑,6000,杭州,3,是
5298,女,金融学,博士,就业,医疗,15000,北京,2,否
5299,女,环境工程,博士,出国,制造业,6000,青岛,4,是
5300,男,土木工程,硕士,公务员,教育,10500,西安,1,是
5301,男,金融学,博士,出国,教育,4000,西安,4,是
5302,女,汉语言文学,本科,就业,互联网,7500,西安,3,是
5303,男,计算机,博士,就业,建筑,6500,深圳,5,否
5304,男,计算机,硕士,公务员,教育,14000,西安,2,否
5305,女,临床医学,硕士,创业,建筑,12500,北京,2,否
5306,女,环境工程,博士,创业,制造业,12500,北京,2,否
5307,女,金融学,本科,公务员,建筑,13500,上海,3,否
5308,女,法学,博士,就业,文化传媒,6000,西安,3,否
5309,男,市场营销,博士,公务员,文化传媒,8500,上海,4,否
5310,女,汉语言文学,硕士,公务员,医疗,11500,上海,4,否
5311,女,土木工程,本科,创业,教育,14500,南京,4,是
5312,男,市场营销,硕士,考研,文化传媒,7000,上海,5,是
5313,女,计算机,硕士,出国,教育,8000,青岛,1,是
5314,男,机械工程,博士,就业,文化传媒,12500,西安,3,是
5315,男,金融学,硕士,创业,政府机关,12500,深圳,3,是
5316,男,汉语言文学,硕士,考研,制造业,7000,深圳,1,是
5317,男,金融学,博士,公务员,医疗,4500,西安,2,是
5318,男,法学,博士,就业,制造业,12000,深圳,3,是
5319,男,计算机,本科,出国,互联网,15000,上海,4,否
5320,女,汉语言文学,博士,出国,建筑,4000,武汉,3,否
5321,女,汉语言文学,博士,考研,银行,10000,杭州,5,否
5322,女,电子信息,博士,自由职业,制造业,11000,青岛,5,是
5323,男,土木工程,本科,出国,银行,4500,成都,1,否
5324,男,电子信息,硕士,公务员,医疗,5000,青岛,2,否
5325,男,机械工程,博士,自由职业,互联网,9500,青岛,4,是
5326,男,法学,硕士,就业,建筑,10000,广州,1,是
5327,女,汉语言文学,博士,就业,制造业,9500,北京,5,否
5328,男,汉语言文学,硕士,公务员,文化传媒,14500,深圳,1,否
5329,男,金融学,博士,出国,政府机关,15000,上海,1,是
5330,女,市场营销,硕士,出国,医疗,8000,南京,1,是
5331,男,市场营销,本科,创业,制造业,11500,上海,4,是
5332,男,土木工程,硕士,自由职业,文化传媒,5000,上海,2,是
5333,男,环境工程,本科,考研,文化传媒,13500,广州,5,否
5334,女,市场营销,硕士,自由职业,教育,13000,西安,1,是
5335,女,市场营销,硕士,出国,医疗,7000,杭州,2,否
5336,女,土木工程,博士,公务员,医疗,7500,广州,4,否
5337,女,市场营销,硕士,创业,教育,7000,成都,5,是
5338,男,金融学,硕士,考研,银行,8500,上海,3,是
5339,男,土木工程,博士,公务员,互联网,9000,北京,4,是
5340,男,市场营销,本科,考研,互联网,8000,深圳,4,否
5341,男,临床医学,博士,自由职业,文化传媒,14500,南京,1,否
5342,女,土木工程,博士,考研,文化传媒,10500,南京,2,否
5343,女,计算机,博士,就业,教育,9000,北京,2,否
5344,男,电子信息,博士,考研,医疗,12500,上海,4,否
5345,男,汉语言文学,本科,自由职业,制造业,6500,北京,1,否
5346,男,汉语言文学,硕士,公务员,教育,8000,成都,1,否
5347,男,土木工程,本科,创业,互联网,13000,青岛,2,否
5348,女,金融学,本科,公务员,教育,9000,青岛,3,是
5349,男,临床医学,本科,公务员,文化传媒,9000,武汉,4,是
5350,男,临床医学,博士,创业,制造业,4500,武汉,5,否
5351,女,机械工程,博士,就业,建筑,8500,杭州,3,是
5352,男,临床医学,本科,考研,建筑,8000,武汉,5,是
5353,男,市场营销,博士,公务员,教育,9500,广州,2,否
5354,女,土木工程,硕士,出国,银行,11000,成都,2,否
5355,女,市场营销,本科,自由职业,医疗,13000,武汉,4,否
5356,女,法学,硕士,自由职业,互联网,7000,上海,2,否
5357,男,市场营销,硕士,创业,政府机关,4500,武汉,2,否
5358,女,计算机,博士,创业,制造业,9500,北京,5,是
5359,男,汉语言文学,博士,创业,建筑,6500,广州,1,是
5360,女,临床医学,硕士,就业,银行,13000,南京,5,否
5361,男,机械工程,博士,考研,制造业,5000,武汉,2,否
5362,女,市场营销,博士,出国,制造业,7500,武汉,1,是
5363,女,市场营销,博士,创业,制造业,13500,杭州,3,否
5364,男,机械工程,博士,考研,文化传媒,13000,成都,3,否
5365,女,金融学,博士,创业,银行,7500,南京,2,否
5366,男,金融学,博士,出国,建筑,5000,上海,1,是
5367,男,土木工程,硕士,出国,文化传媒,12000,武汉,4,否
5368,女,环境工程,博士,创业,政府机关,8000,南京,3,否
5369,女,法学,硕士,创业,医疗,7500,成都,4,否
